CaseID,CustomerID,CreatedDate,CaseCategory,CaseStatus
1807,742,2026-05-01,Credit Limit,Resolved
1808,517,2025-03-16,Complaint,Open
1809,726,2025-01-08,Network Acceptance,Open
1810,769,2025-12-31,Pricing Query,Open
1811,829,2025-02-02,Complaint,Open
1812,752,2025-10-31,Pricing Query,Resolved
1813,565,2026-01-21,Credit Limit,Waiting Customer
1814,11,2025-10-04,,Waiting Customer
1815,600,2025-05-21,Credit Limit,Waiting Customer
1816,583,2026-06-14,Portal Login,Waiting Customer
1817,778,2025-12-13,Network Acceptance,Resolved
1818,485,2026-06-06,,Open
1819,408,2026-05-30,,Resolved
1820,385,2025-12-06,Invoice Query,Resolved
1821,144,2026-04-28,Complaint,Resolved
1822,407,2026-03-30,Credit Limit,Resolved
1823,310,2026-02-28,Pricing Query,Resolved
1824,277,2025-09-18,Network Acceptance,Resolved
1825,623,2026-01-27,,Open
1826,819,2025-09-21,Network Acceptance,Waiting Customer
1827,629,2026-06-28,Portal Login,Waiting Customer
1828,726,2025-10-15,Pricing Query,Resolved
1829,617,2025-06-08,Invoice Query,Open
1830,620,2025-12-10,Invoice Query,Open
1831,303,2025-05-23,Invoice Query,Resolved
1832,253,2026-02-10,Network Acceptance,Resolved
1833,809,2025-02-14,Pricing Query,Resolved
1834,545,2025-03-11,Card Issue,Resolved
1835,259,2026-06-30,Pricing Query,Resolved
1836,431,2026-03-29,Complaint,Resolved
1837,44,2025-12-29,Invoice Query,Resolved
1838,58,2026-01-02,Network Acceptance,Resolved
1839,154,2025-07-28,Credit Limit,Resolved
1840,27,2026-02-26,Invoice Query,Resolved
1841,745,2025-10-26,Complaint,Resolved
1842,225,2025-08-30,Credit Limit,Resolved
1843,168,2025-02-24,Card Issue,Open
1844,452,2026-05-22,Credit Limit,Waiting Customer
1845,125,2025-06-14,Credit Limit,Resolved
1846,827,2026-05-27,Portal Login,Resolved
1847,380,2026-04-19,Network Acceptance,Waiting Customer
1848,185,2025-08-09,Pricing Query,Resolved
1849,680,2026-02-06,Complaint,Open
1850,551,2025-12-15,Complaint,Resolved
1851,813,2025-12-28,Complaint,Open
1852,444,2025-11-03,Invoice Query,Open
1853,563,2026-03-20,Pricing Query,Resolved
1854,255,2025-07-07,Pricing Query,Resolved
1855,571,2026-04-21,Invoice Query,Waiting Customer
1856,25,2026-04-06,Complaint,Resolved
1857,534,2025-04-21,Credit Limit,Resolved
1858,161,2026-01-30,Complaint,Resolved
1859,319,2025-11-22,Portal Login,Resolved
1860,342,2025-02-22,Credit Limit,Resolved
1861,17,2026-03-01,Complaint,Resolved
1862,714,2025-09-11,Invoice Query,Open
1863,403,2026-01-31,Complaint,Open
1864,518,2025-09-05,Pricing Query,Resolved
1865,645,2026-01-18,Complaint,Waiting Customer
1866,261,2026-02-08,Card Issue,Resolved
1867,749,2026-03-18,Credit Limit,Resolved
1868,318,2026-04-23,Card Issue,Resolved
1869,617,2025-08-23,Credit Limit,Resolved
1870,741,2025-12-14,Network Acceptance,Waiting Customer
1871,730,2026-06-27,Portal Login,Waiting Customer
1872,291,2025-07-01,Credit Limit,Resolved
1873,124,2025-11-14,Invoice Query,Resolved
1874,416,2025-05-28,Pricing Query,Waiting Customer
1875,354,2025-04-17,Card Issue,Resolved
1876,569,2025-03-05,Invoice Query,Waiting Customer
1877,358,2025-04-11,Network Acceptance,Open
1878,475,2025-11-30,Network Acceptance,Open
1879,163,2025-03-22,Credit Limit,Open
1880,847,2025-06-17,Complaint,Resolved
1881,276,2026-04-23,Card Issue,Resolved
1882,773,2026-06-06,Card Issue,Resolved
1883,779,2025-03-05,Complaint,Resolved
1884,300,2025-12-09,Invoice Query,Open
1885,28,2025-11-13,Complaint,Open
1886,349,2025-05-10,Invoice Query,Resolved
1887,793,2025-01-18,Complaint,Resolved
1888,459,2025-09-10,Pricing Query,Open
1889,12,2025-02-12,Portal Login,Resolved
1890,665,2026-02-14,Complaint,Resolved
1891,526,2025-04-09,Pricing Query,Resolved
1892,803,2026-02-01,Complaint,Resolved
1893,445,2026-02-27,Portal Login,Resolved
1894,112,2026-06-07,Invoice Query,Resolved
1895,431,2025-01-14,Portal Login,Resolved
1896,793,2025-06-23,Invoice Query,Waiting Customer
1897,46,2025-10-01,Card Issue,Open
1898,702,2025-10-06,Network Acceptance,Resolved
1899,621,2026-01-15,Portal Login,Resolved
1900,314,2025-02-10,Credit Limit,Resolved
1901,297,2025-08-24,Pricing Query,Resolved
1902,127,2025-08-03,Card Issue,Resolved
1903,63,2026-06-22,Network Acceptance,Open
1904,580,2025-12-12,Invoice Query,Open
1905,623,2025-05-15,,Open
1906,138,2025-07-06,Complaint,Open
1907,643,2025-05-07,Credit Limit,Resolved
1908,763,2025-10-19,Card Issue,Open
1909,151,2025-01-17,Credit Limit,Resolved
1910,380,2026-06-05,Pricing Query,Resolved
1911,399,2025-02-11,Pricing Query,Open
1912,520,2026-06-11,Portal Login,Waiting Customer
1913,538,2026-01-17,Invoice Query,Resolved
1914,621,2025-10-10,Network Acceptance,Resolved
1915,344,2025-03-06,Card Issue,Resolved
1916,230,2026-02-01,Network Acceptance,Open
1917,4,2025-12-17,Credit Limit,Waiting Customer
1918,749,2026-02-10,Invoice Query,Open
1919,244,2025-05-16,Complaint,Waiting Customer
1920,575,2025-04-22,Pricing Query,Resolved
1921,634,2025-09-11,Network Acceptance,Resolved
1922,636,2025-11-01,Card Issue,Waiting Customer
1923,420,2025-10-24,Network Acceptance,Open
1924,456,2025-02-24,Card Issue,Waiting Customer
1925,294,2025-07-04,Complaint,Open
1926,23,2025-04-03,Card Issue,Resolved
1927,273,2026-03-29,Credit Limit,Resolved
1928,810,2025-07-04,Network Acceptance,Resolved
1929,252,2025-04-20,Invoice Query,Resolved
1930,646,2026-04-06,,Resolved
1931,686,2026-03-28,Card Issue,Resolved
1932,670,2025-09-21,Card Issue,Waiting Customer
1933,357,2025-09-14,Network Acceptance,Resolved
1934,795,2026-01-20,Network Acceptance,Waiting Customer
1935,28,2025-09-27,Complaint,Resolved
1936,694,2025-01-15,Card Issue,Open
1937,619,2025-06-10,Complaint,Resolved
1938,341,2026-01-10,Card Issue,Open
1939,592,2025-04-09,Pricing Query,Open
1940,771,2025-12-14,Network Acceptance,Open
1941,425,2026-01-05,,Resolved
1942,74,2025-09-12,Complaint,Resolved
1943,404,2026-05-13,Credit Limit,Resolved
1944,467,2025-05-10,Portal Login,Waiting Customer
1945,39,2026-01-18,Credit Limit,Resolved
1946,560,2025-12-03,Invoice Query,Resolved
1947,768,2025-10-17,Card Issue,Waiting Customer
1948,740,2025-03-19,Complaint,Resolved
1949,381,2026-05-09,Card Issue,Waiting Customer
1950,105,2025-03-31,Complaint,Resolved
1951,840,2025-01-14,Network Acceptance,Resolved
1952,709,2025-05-28,Card Issue,Resolved
1953,497,2026-06-13,Network Acceptance,Resolved
1954,385,2026-01-13,Credit Limit,Resolved
1955,840,2025-04-19,Network Acceptance,Waiting Customer
1956,79,2025-03-30,Credit Limit,Resolved
1957,251,2025-10-03,Card Issue,Open
1958,843,2025-06-06,Portal Login,Resolved
1959,71,2025-02-02,Pricing Query,Resolved
1960,139,2025-12-16,Credit Limit,Waiting Customer
1961,788,2025-10-11,Invoice Query,Resolved
1962,311,2025-05-29,Complaint,Resolved
1963,207,2025-03-26,Credit Limit,Resolved
1964,184,2025-01-29,Pricing Query,Resolved
1965,219,2026-02-02,Pricing Query,Open
1966,171,2025-12-16,Complaint,Resolved
1967,676,2025-05-04,Portal Login,Resolved
1968,65,2025-03-29,Portal Login,Resolved
1969,40,2025-10-01,Portal Login,Resolved
1970,385,2025-01-18,Invoice Query,Waiting Customer
1971,727,2026-03-09,Pricing Query,Resolved
1972,427,2025-03-03,Card Issue,Resolved
1973,763,2025-04-04,Card Issue,Resolved
1974,397,2026-03-20,Complaint,Resolved
1975,830,2025-06-18,Card Issue,Resolved
1976,178,2025-04-04,Card Issue,Waiting Customer
1977,537,2025-06-30,Portal Login,Resolved
1978,537,2025-02-05,Credit Limit,Resolved
1979,301,2025-07-29,Credit Limit,Waiting Customer
1980,115,2026-02-02,Pricing Query,Open
1981,823,2025-02-12,Pricing Query,Resolved
1982,248,2025-08-21,Credit Limit,Resolved
1983,410,2025-06-09,Pricing Query,Resolved
1984,352,2025-11-30,Complaint,Resolved
1985,655,2025-03-13,Invoice Query,Resolved
1986,730,2025-04-30,Network Acceptance,Waiting Customer
1987,697,2025-08-24,Complaint,Resolved
1988,752,2025-07-16,Portal Login,Waiting Customer
1989,799,2025-11-01,Portal Login,Resolved
1990,835,2025-09-27,Complaint,Resolved
1991,548,2025-10-31,Portal Login,Waiting Customer
1992,334,2025-12-26,Portal Login,Waiting Customer
1993,41,2025-05-01,Invoice Query,Resolved
1994,844,2025-09-21,Credit Limit,Resolved
1995,629,2025-12-31,Complaint,Resolved
1996,391,2025-12-19,Pricing Query,Resolved
1997,412,2025-01-14,Network Acceptance,Resolved
1998,639,2025-09-06,Pricing Query,Resolved
1999,431,2026-05-05,Card Issue,Resolved
2000,274,2025-08-12,Pricing Query,Open
2001,345,2025-08-30,Network Acceptance,Resolved
2002,499,2025-01-06,Network Acceptance,Open
2003,8,2026-04-20,Network Acceptance,Open
2004,69,2025-02-13,Network Acceptance,Resolved
2005,317,2026-06-25,Portal Login,Open
2006,348,2026-06-15,Invoice Query,Resolved
2007,104,2025-12-31,Network Acceptance,Resolved
2008,184,2026-02-07,Pricing Query,Resolved
2009,611,2026-03-01,Invoice Query,Resolved
2010,670,2025-03-07,Credit Limit,Waiting Customer
2011,341,2026-01-27,,Resolved
2012,465,2026-04-14,Network Acceptance,Waiting Customer
2013,125,2025-04-29,Complaint,Waiting Customer
2014,482,2025-06-19,Portal Login,Resolved
2015,627,2025-05-02,Network Acceptance,Resolved
2016,435,2025-07-13,Network Acceptance,Waiting Customer
2017,359,2025-06-22,Credit Limit,Resolved
2018,582,2026-04-12,Invoice Query,Resolved
2019,299,2026-06-03,Pricing Query,Resolved
2020,269,2026-03-28,Network Acceptance,Open
2021,37,2026-03-27,Pricing Query,Resolved
2022,824,2025-11-09,Network Acceptance,Open
2023,385,2026-01-29,Network Acceptance,Resolved
2024,50,2026-03-09,Pricing Query,Waiting Customer
2025,163,2025-03-21,Portal Login,Resolved
2026,824,2025-01-21,Invoice Query,Waiting Customer
2027,335,2025-04-13,Network Acceptance,Waiting Customer
2028,559,2025-10-18,Invoice Query,Resolved
2029,754,2025-09-16,Invoice Query,Resolved
2030,549,2025-11-06,Portal Login,Open
2031,813,2025-06-13,,Resolved
2032,300,2026-03-09,Portal Login,Resolved
2033,842,2025-10-01,Network Acceptance,Resolved
2034,198,2025-07-26,Complaint,Open
2035,169,2025-04-03,Card Issue,Resolved
2036,408,2025-08-26,Portal Login,Open
2037,273,2025-06-28,Network Acceptance,Open
2038,331,2025-01-30,Invoice Query,Resolved
2039,44,2026-03-13,Card Issue,Open
2040,312,2025-04-03,Pricing Query,Waiting Customer
2041,203,2025-06-24,Complaint,Resolved
2042,750,2025-07-13,,Open
2043,300,2025-10-14,Invoice Query,Resolved
2044,574,2025-04-30,Portal Login,Resolved
2045,633,2025-02-05,Pricing Query,Resolved
2046,714,2025-05-08,Credit Limit,Resolved
2047,74,2025-05-09,Network Acceptance,Resolved
2048,613,2026-02-16,Credit Limit,Resolved
2049,762,2025-04-19,Portal Login,Open
2050,324,2026-06-04,Card Issue,Waiting Customer
2051,669,2025-01-17,Card Issue,Resolved
2052,486,2025-07-30,Credit Limit,Open
2053,195,2025-08-14,Portal Login,Resolved
2054,50,2026-06-19,Invoice Query,Resolved
2055,190,2026-02-13,Card Issue,Resolved
2056,745,2025-02-13,Complaint,Resolved
2057,620,2025-01-25,Credit Limit,Resolved
2058,175,2025-12-13,Invoice Query,Open
2059,638,2026-01-29,Card Issue,Resolved
2060,369,2025-06-20,Portal Login,Resolved
2061,786,2025-08-19,Credit Limit,Waiting Customer
2062,348,2025-06-01,Portal Login,Resolved
2063,422,2025-05-23,Pricing Query,Resolved
2064,314,2025-02-03,Invoice Query,Resolved
2065,829,2025-05-13,,Resolved
2066,24,2025-07-16,Complaint,Resolved
2067,1,2026-06-02,Portal Login,Resolved
2068,207,2025-03-24,Invoice Query,Resolved
2069,838,2025-03-25,Invoice Query,Resolved
2070,205,2025-09-16,Invoice Query,Resolved
2071,110,2025-08-16,Card Issue,Resolved
2072,79,2025-04-15,,Open
2073,397,2026-06-18,Card Issue,Open
2074,548,2025-09-20,Portal Login,Resolved
2075,449,2025-09-18,Pricing Query,Resolved
2076,345,2026-03-30,Invoice Query,Resolved
2077,810,2025-07-16,Network Acceptance,Resolved
2078,738,2025-06-18,Portal Login,Resolved
2079,344,2026-06-21,Network Acceptance,Open
2080,263,2025-06-06,Card Issue,Waiting Customer
2081,849,2025-11-30,Card Issue,Open
2082,347,2025-05-31,Invoice Query,Open
2083,761,2025-01-26,Network Acceptance,Resolved
2084,748,2025-07-16,Portal Login,Resolved
2085,841,2025-09-22,Complaint,Resolved
2086,56,2025-07-12,Network Acceptance,Resolved
2087,341,2026-06-30,Pricing Query,Waiting Customer
2088,842,2025-01-21,Pricing Query,Resolved
2089,201,2025-12-17,Credit Limit,Resolved
2090,365,2026-02-10,Network Acceptance,Resolved
2091,774,2026-01-01,Network Acceptance,Resolved
2092,361,2026-04-29,Pricing Query,Resolved
2093,399,2026-02-12,Portal Login,Resolved
2094,650,2026-05-29,Credit Limit,Open
2095,639,2025-09-05,,Waiting Customer
2096,271,2026-03-24,Card Issue,Waiting Customer
2097,647,2025-09-25,Pricing Query,Resolved
2098,437,2025-09-05,Card Issue,Resolved
2099,688,2025-07-14,Credit Limit,Resolved
2100,328,2025-01-18,Card Issue,Resolved
2101,341,2026-02-21,Invoice Query,Resolved
2102,384,2025-07-31,Credit Limit,Resolved
2103,434,2025-02-01,Invoice Query,Resolved
2104,97,2025-10-14,Complaint,Waiting Customer
2105,51,2025-05-02,Pricing Query,Resolved
2106,221,2025-05-05,Card Issue,Resolved
2107,64,2026-03-04,Network Acceptance,Resolved
2108,486,2026-02-09,,Waiting Customer
2109,691,2026-04-06,Credit Limit,Open
2110,570,2026-06-03,Card Issue,Resolved
2111,419,2025-03-31,Complaint,Waiting Customer
2112,650,2026-03-12,Credit Limit,Resolved
2113,426,2025-03-10,Invoice Query,Resolved
2114,685,2025-09-16,Invoice Query,Open
2115,380,2026-02-14,Card Issue,Waiting Customer
2116,172,2026-03-07,Complaint,Resolved
2117,180,2025-07-19,Pricing Query,Open
2118,796,2025-10-08,,Open
2119,643,2025-11-03,Network Acceptance,Open
2120,263,2025-03-21,Network Acceptance,Resolved
2121,217,2025-03-20,Pricing Query,Resolved
2122,575,2025-02-17,Card Issue,Resolved
2123,442,2025-06-27,Card Issue,Waiting Customer
2124,136,2025-03-30,Pricing Query,Open
2125,608,2025-08-01,Card Issue,Resolved
2126,331,2025-02-28,Credit Limit,Resolved
2127,561,2025-10-03,Network Acceptance,Resolved
2128,250,2025-07-23,Pricing Query,Resolved
2129,688,2025-01-28,,Resolved
2130,676,2026-04-20,Invoice Query,Resolved
2131,370,2026-02-20,Complaint,Resolved
2132,191,2026-02-18,Complaint,Resolved
2133,347,2025-09-21,Network Acceptance,Resolved
2134,220,2026-03-22,Network Acceptance,Waiting Customer
2135,74,2026-05-13,,Resolved
2136,535,2026-03-15,Complaint,Waiting Customer
2137,674,2025-01-20,Invoice Query,Waiting Customer
2138,294,2025-11-17,Credit Limit,Resolved
2139,645,2025-01-22,Credit Limit,Resolved
2140,678,2025-01-29,Complaint,Waiting Customer
2141,720,2026-06-12,Invoice Query,Waiting Customer
2142,22,2025-05-10,Invoice Query,Open
2143,422,2025-12-04,Portal Login,Resolved
2144,58,2026-03-19,Card Issue,Resolved
2145,165,2025-12-22,Invoice Query,Waiting Customer
2146,166,2025-01-26,Credit Limit,Open
2147,453,2025-01-29,Pricing Query,Resolved
2148,492,2025-10-21,Network Acceptance,Waiting Customer
2149,418,2026-04-25,Card Issue,Resolved
2150,441,2025-09-29,Invoice Query,Open
2151,766,2025-06-24,Portal Login,Resolved
2152,426,2026-06-08,Network Acceptance,Resolved
2153,380,2026-02-11,Credit Limit,Open
2154,145,2026-02-04,Card Issue,Resolved
2155,612,2025-01-21,Portal Login,Open
2156,305,2026-01-13,Pricing Query,Resolved
2157,677,2025-12-16,Portal Login,Open
2158,115,2025-09-27,Network Acceptance,Resolved
2159,210,2026-05-26,Pricing Query,Resolved
2160,381,2025-05-03,Pricing Query,Open
2161,833,2025-06-16,Card Issue,Resolved
2162,179,2025-05-24,Invoice Query,Resolved
2163,339,2025-10-23,Card Issue,Waiting Customer
2164,130,2025-10-25,Pricing Query,Waiting Customer
2165,709,2025-07-09,Pricing Query,Resolved
2166,808,2026-01-25,Network Acceptance,Open
2167,267,2025-07-15,Network Acceptance,Waiting Customer
2168,661,2025-01-16,Pricing Query,Resolved
2169,352,2025-12-11,Invoice Query,Resolved
2170,682,2025-09-23,Network Acceptance,Resolved
2171,646,2025-08-16,Portal Login,Resolved
2172,293,2025-09-16,Portal Login,Resolved
2173,468,2025-01-12,Complaint,Resolved
2174,778,2025-10-17,Invoice Query,Waiting Customer
2175,139,2025-07-08,Card Issue,Resolved
2176,112,2025-08-07,Complaint,Resolved
2177,318,2025-08-06,Credit Limit,Resolved
2178,249,2025-08-25,Card Issue,Open
2179,709,2025-03-10,Complaint,Resolved
2180,252,2025-08-30,Credit Limit,Open
2181,185,2025-01-07,Invoice Query,Resolved
2182,834,2026-03-13,Card Issue,Waiting Customer
2183,335,2025-01-28,Pricing Query,Resolved
2184,210,2025-02-27,Card Issue,Waiting Customer
2185,611,2025-05-19,Complaint,Resolved
2186,765,2025-07-24,Pricing Query,Resolved
2187,284,2025-04-23,Complaint,Resolved
2188,441,2026-04-13,Complaint,Open
2189,580,2026-05-31,Complaint,Open
2190,375,2026-05-03,Card Issue,Resolved
2191,25,2025-04-24,Complaint,Resolved
2192,766,2025-11-24,Complaint,Resolved
2193,530,2026-01-04,Network Acceptance,Open
2194,137,2026-03-10,Pricing Query,Resolved
2195,751,2025-11-08,Pricing Query,Waiting Customer
2196,236,2025-12-25,Portal Login,Open
2197,228,2025-04-05,Portal Login,Resolved
2198,444,2025-08-13,Portal Login,Resolved
2199,206,2025-10-14,Network Acceptance,Resolved
2200,703,2025-03-19,Network Acceptance,Resolved
2201,262,2025-08-05,Network Acceptance,Waiting Customer
2202,604,2026-06-16,Invoice Query,Resolved
2203,696,2026-06-27,Credit Limit,Resolved
2204,1,2025-01-28,Invoice Query,Resolved
2205,330,2026-04-23,Credit Limit,Waiting Customer
2206,491,2025-05-31,Invoice Query,Resolved
2207,637,2026-05-28,Network Acceptance,Open
2208,376,2025-02-25,,Open
2209,235,2026-06-08,Invoice Query,Resolved
2210,347,2026-06-10,Pricing Query,Resolved
2211,456,2026-02-07,Pricing Query,Resolved
2212,306,2025-06-29,Portal Login,Waiting Customer
2213,256,2025-09-20,Portal Login,Resolved
2214,384,2025-03-13,Card Issue,Resolved
2215,311,2025-10-19,Card Issue,Resolved
2216,233,2026-01-30,Complaint,Resolved
2217,350,2025-02-07,Invoice Query,Open
2218,757,2025-03-31,Complaint,Open
2219,813,2025-01-24,Portal Login,Open
2220,170,2025-03-30,Card Issue,Open
2221,634,2025-06-22,Network Acceptance,Resolved
2222,288,2025-09-13,Pricing Query,Resolved
2223,790,2025-07-03,Pricing Query,Open
2224,116,2025-02-17,Portal Login,Resolved
2225,485,2025-08-28,Portal Login,Waiting Customer
2226,3,2025-03-29,Pricing Query,Resolved
2227,205,2025-04-30,Credit Limit,Resolved
2228,837,2025-01-24,Network Acceptance,Open
2229,652,2025-05-09,Credit Limit,Open
2230,7,2025-03-01,Card Issue,Waiting Customer
2231,792,2026-04-10,Credit Limit,Open
2232,494,2026-06-09,Card Issue,Resolved
2233,472,2025-09-13,Card Issue,Waiting Customer
2234,810,2025-03-05,Card Issue,Waiting Customer
2235,822,2026-04-23,Portal Login,Resolved
2236,192,2025-02-20,Credit Limit,Resolved
2237,182,2025-10-09,Credit Limit,Resolved
2238,374,2025-04-03,Card Issue,Resolved
2239,394,2026-04-05,Pricing Query,Resolved
2240,2,2025-10-19,Card Issue,Open
2241,623,2026-03-20,Card Issue,Resolved
2242,388,2025-06-06,Complaint,Resolved
2243,156,2025-09-17,Pricing Query,Resolved
2244,263,2025-09-30,Network Acceptance,Waiting Customer
2245,239,2025-05-20,Invoice Query,Resolved
2246,304,2026-05-08,Portal Login,Waiting Customer
2247,541,2025-12-28,Card Issue,Waiting Customer
2248,37,2026-01-09,Network Acceptance,Waiting Customer
2249,580,2025-08-09,Complaint,Waiting Customer
2250,829,2025-09-08,Card Issue,Waiting Customer
2251,18,2026-01-29,Card Issue,Resolved
2252,697,2025-03-08,Card Issue,Resolved
2253,711,2025-01-29,Network Acceptance,Resolved
2254,830,2026-03-13,Pricing Query,Resolved
2255,375,2025-03-12,Invoice Query,Waiting Customer
2256,164,2026-05-13,Credit Limit,Resolved
2257,63,2025-02-16,Invoice Query,Resolved
2258,370,2025-05-02,Network Acceptance,Waiting Customer
2259,338,2025-03-21,Card Issue,Waiting Customer
2260,360,2025-09-08,Invoice Query,Resolved
2261,409,2025-10-15,Portal Login,Resolved
2262,453,2026-06-10,Pricing Query,Resolved
2263,659,2026-04-23,Card Issue,Waiting Customer
2264,367,2025-07-09,Credit Limit,Resolved
2265,763,2026-06-16,Network Acceptance,Resolved
2266,628,2026-04-06,Complaint,Open
2267,745,2026-02-23,Credit Limit,Resolved
2268,7,2025-08-27,Portal Login,Resolved
2269,789,2025-11-11,Invoice Query,Resolved
2270,307,2025-09-02,Portal Login,Waiting Customer
2271,795,2025-11-21,Portal Login,Resolved
2272,20,2025-08-01,Complaint,Resolved
2273,218,2025-08-05,,Open
2274,455,2026-03-17,Network Acceptance,Resolved
2275,191,2025-03-01,Card Issue,Resolved
2276,512,2026-03-18,Pricing Query,Waiting Customer
2277,440,2025-09-12,Credit Limit,Resolved
2278,787,2026-02-16,Network Acceptance,Resolved
2279,316,2026-03-12,Network Acceptance,Resolved
2280,174,2025-12-26,Pricing Query,Open
2281,469,2025-11-14,Card Issue,Open
2282,628,2026-02-28,Card Issue,Resolved
2283,368,2026-04-17,Credit Limit,Resolved
2284,737,2025-11-16,Credit Limit,Open
2285,314,2026-01-01,Complaint,Resolved
2286,505,2025-02-13,Invoice Query,Waiting Customer
2287,818,2025-05-23,Pricing Query,Waiting Customer
2288,83,2025-10-21,Complaint,Open
2289,233,2026-01-25,Invoice Query,Open
2290,279,2026-04-14,Complaint,Resolved
2291,685,2025-06-04,Pricing Query,Open
2292,800,2026-03-19,Card Issue,Open
2293,86,2025-11-01,Card Issue,Open
2294,107,2026-02-05,Portal Login,Open
2295,236,2025-09-17,Complaint,Waiting Customer
2296,55,2025-12-22,Card Issue,Open
2297,671,2026-01-29,Pricing Query,Open
2298,670,2025-07-13,Complaint,Resolved
2299,609,2025-05-11,Complaint,Resolved
2300,153,2026-02-23,Invoice Query,Resolved
2301,66,2026-03-27,Complaint,Resolved
2302,686,2026-03-01,,Resolved
2303,599,2025-08-21,Complaint,Resolved
2304,584,2025-01-27,Invoice Query,Open
2305,211,2026-03-22,Credit Limit,Open
2306,607,2025-04-29,Invoice Query,Open
2307,457,2025-06-05,Invoice Query,Resolved
2308,76,2026-02-25,Portal Login,Resolved
2309,263,2025-11-20,Complaint,Waiting Customer
2310,61,2025-12-20,Card Issue,Open
2311,394,2025-07-01,Pricing Query,Waiting Customer
2312,148,2025-08-04,Card Issue,Resolved
2313,567,2025-07-15,Credit Limit,Waiting Customer
2314,99,2025-11-29,Complaint,Waiting Customer
2315,198,2025-02-05,Pricing Query,Resolved
2316,111,2025-04-27,,Waiting Customer
2317,233,2026-06-05,Pricing Query,Resolved
2318,540,2026-01-03,Network Acceptance,Resolved
2319,10,2025-08-18,Invoice Query,Waiting Customer
2320,619,2026-05-24,Pricing Query,Waiting Customer
2321,457,2025-08-03,Portal Login,Resolved
2322,804,2025-04-24,Card Issue,Resolved
2323,373,2025-03-17,Credit Limit,Resolved
2324,817,2026-04-16,Network Acceptance,Waiting Customer
2325,777,2025-01-25,Card Issue,Resolved
2326,596,2025-08-06,Complaint,Open
2327,667,2026-06-08,Invoice Query,Open
2328,377,2025-05-30,Card Issue,Resolved
2329,570,2026-04-20,Network Acceptance,Open
2330,44,2025-08-31,Portal Login,Resolved
2331,319,2025-07-29,,Open
2332,512,2025-03-18,Pricing Query,Resolved
2333,342,2025-09-29,Complaint,Resolved
2334,588,2026-01-24,Portal Login,Resolved
2335,665,2025-06-27,Network Acceptance,Waiting Customer
2336,652,2025-07-23,Complaint,Resolved
2337,769,2025-08-30,Pricing Query,Resolved
2338,34,2025-12-20,Credit Limit,Waiting Customer
2339,302,2025-12-17,Card Issue,Resolved
2340,85,2025-08-17,Invoice Query,Waiting Customer
2341,398,2025-03-06,Portal Login,Resolved
2342,518,2025-06-21,Pricing Query,Resolved
2343,707,2026-01-23,Complaint,Resolved
2344,433,2025-01-19,Complaint,Open
2345,27,2026-01-21,Portal Login,Open
2346,89,2025-10-01,Card Issue,Resolved
2347,451,2025-03-07,Pricing Query,Open
2348,406,2025-10-30,Network Acceptance,Resolved
2349,11,2025-11-10,Credit Limit,Open
2350,745,2025-06-13,Portal Login,Resolved
2351,188,2025-11-17,Network Acceptance,Resolved
2352,695,2026-03-11,Network Acceptance,Waiting Customer
2353,220,2026-03-03,Card Issue,Open
2354,79,2025-12-04,Portal Login,Open
2355,316,2025-03-11,Credit Limit,Open
2356,450,2026-04-12,Invoice Query,Resolved
2357,205,2025-11-16,Credit Limit,Waiting Customer
2358,355,2025-01-10,Invoice Query,Open
2359,771,2025-05-08,Network Acceptance,Waiting Customer
2360,224,2025-02-05,Invoice Query,Resolved
2361,586,2026-04-26,Portal Login,Resolved
2362,723,2025-10-05,Card Issue,Resolved
2363,206,2025-10-14,Pricing Query,Open
2364,752,2026-05-02,Portal Login,Open
2365,269,2025-09-22,Network Acceptance,Waiting Customer
2366,201,2026-06-28,Network Acceptance,Open
2367,429,2026-01-10,Complaint,Resolved
2368,528,2025-05-14,Credit Limit,Resolved
2369,32,2026-04-28,Credit Limit,Waiting Customer
2370,482,2025-11-21,Pricing Query,Waiting Customer
2371,656,2026-01-08,Complaint,Waiting Customer
2372,740,2025-09-08,Pricing Query,Open
2373,682,2025-12-06,Network Acceptance,Resolved
2374,392,2026-03-05,Network Acceptance,Resolved
2375,573,2026-02-04,Pricing Query,Waiting Customer
2376,849,2025-07-05,Credit Limit,Resolved
2377,236,2025-05-25,Credit Limit,Open
2378,22,2025-04-13,Credit Limit,Waiting Customer
2379,365,2025-01-27,Network Acceptance,Resolved
2380,743,2025-11-15,Card Issue,Resolved
2381,643,2025-08-19,Card Issue,Resolved
2382,168,2025-01-08,Pricing Query,Open
2383,224,2026-02-03,Portal Login,Open
2384,664,2025-02-28,Pricing Query,Open
2385,836,2025-02-15,Complaint,Open
2386,89,2025-09-14,Pricing Query,Open
2387,624,2025-03-08,Portal Login,Resolved
2388,471,2025-11-20,Credit Limit,Open
2389,671,2025-08-17,Pricing Query,Open
2390,415,2025-04-03,Network Acceptance,Resolved
2391,620,2025-01-28,Portal Login,Resolved
2392,181,2025-10-10,Invoice Query,Resolved
2393,116,2025-09-24,Pricing Query,Resolved
2394,364,2025-12-11,Card Issue,Resolved
2395,578,2026-05-02,Credit Limit,Resolved
2396,542,2025-08-02,Network Acceptance,Open
2397,14,2025-11-22,Network Acceptance,Open
2398,840,2025-11-15,Network Acceptance,Resolved
2399,530,2025-12-23,Invoice Query,Resolved
2400,382,2025-11-20,Complaint,Resolved
